MARIA DEL SOCORRO;FLORES;LIERA;GRAL. PABLO A. GONZÁLEZ No. 249 PTE. COL. MITRAS SUR
ABIGAIL ;FLORES;MARTINEZ;PUNTA DEL ESTE No. 3561, COL. PRIMAVERA
CONSUELO ;FLORES;MONTES;CALZADA SAN PEDRO No. 504-A, COL. FUENTES DEL VALLE
MARTHA PATRICIA;FLORES;MELENDEZ;DIAMANTINA No. 3416, COL. VILLA SOL
MARCO ANTONIO;FORTANEL;MORALES;PRIVADA TURQUEZA No. 216, COL. PRIVADAS DEL SUR
VIANEY ;FLORENCIO;PINEDA;HUASCARÁN No. 4913, COL. VILLA MITRAS
YURY IMANOL;DE LA FLOR;PATI�O;MARIANO MATAMOROS No. 1269 PTE., COL. MARÍA LUISA
DEYSI MAGALY;FLORES;ROMUALDO;UXMAL No. 308, COL. UNIDAD MODELO
HUGO ALEJANDRO;FLORES;RAMIREZ;PRIV. RAFAEL A. DE LA PEÑA No. 920, COL. RESIDENCIAL VIDRIERA
LAURA ;FLORES;RAMIREZ;HÉROES DEL 47 NORTE No. 724, COL. CENTRO
MAXWEL AURORA;FLORES;RICO;AV. PRIMAVERA No. 1103, COL. TRES CAMINOS
VALENTIN ;FLORES;RODRIGUEZ;LIBRAMIENTO NACIONES UNIDAS No. 694 PTE., COL. LIBERTAD
FILIBERTO ;FLORES;SOTO;3a. AVENIDA No. 560, COL. CUMBRES 1ER. SECTOR
MARTIN ;FLORES;SANCHEZ;PRIV. CORPUS CHRISTI No. 2320 4o. PISO, COL. LOMAS DE SAN FRANCISCO
ALDO EMMANUEL;FLORES;TREJO;PRIV. CORPUS CHRISTI No. 2320 4o. PISO, COL. LOMAS DE SAN FRANCISCO
MIRNA ;FLORES;TORRES;AV. LÁZARO CÁRDENAS No. 214, RESIDENCIAL SAN AGUSTÍN 1ER. SECTOR
MANUEL ;FLORES;TROCHE;VASCONCELOS No. 143 OTE., COL. DEL VALLE
MARIA ESTHER;FLORES;VELAZQUEZ;PROLONG. MORELOS No. 2006-2 COL. CARACOL
FLOR ANGELICA;FLORES;VIDAURI;BELISARIO DOMÍNGUEZ No. 1710-4, COL. OBISPADO
JONATHAN ;FLORES;VELAZQUEZ;PASEO FOSANO No. 3567, COL. LOMAS DEL PASEO
KARLA GUADALUPE;FLORES;YESCAS;CARR. A REYNOSA KM. 10 No. 6020, FRACC. REYNOSA
KARINA MARIA ISABEL;FLORES;YESCAS;MIER Y PESADO No. 131, COL. DEL VALLE
ADRIAN;FLORES;ZARATE;PRIVADA DE HORACIO No. 10, COL. CHAPULTEPEC MORALES
ARACELI ELIZABETH;FUENTES;MANZANO;AVE. OLIMPIA 1610 INT B. COL. NVA LINDA VISTA
VICTOR HUGO;FUENTES;MANZANO;JUÁREZ 914 PTE., COL. ESMERALDA
ERICA NALLELY;FUENTES;RODRIGUEZ;BLVD. ACAPULCO 3639-F, COL. VALLE DE LAS BRISAS
JUAN RAMON;DE LA FUENTE;RAMIREZ;JUAN JOSÉ TABLADA 2322, COL. COUNTRY SOL SEC. 1
GERARDO;FUENTES ;SIERRA;SAN EDUARDO 5414 C, COL. CONDOCASA LINDA VISTA
RUBEN INOCENTE;FUENTES;SANCHEZ;ARAMBERRI PONIENTE 1445 ZONA CENTRO
ALMA FABIOLA;GARCIA;AREVALO;AV. INSURGENTES SUR 3500, COL. PEÑA POBRE
ARACELI ELIZABETH;GRAVE;AGUILAR;AV. MANUEL L. BARRAGÁN 2614, COL. HIDALGO
BLANCA GABRIELA;GAVI�O;ARVIZU;AV. MANUEL L. BARRAGÁN 2614, COL. HIDALGO
LINA CLAUDIA;GARCIA;AGUILAR;PASEO DE LAS PALMAS No. 405 INT. 502-503, COL. LOMAS DE CHAPULTEPEC
MARICELA ;GARCIA;AZUARA;AV. UNIVERSIDAD S/N CD. UNIVERSITARIA
RODRIGO ;GARIBAY;AYMES;CARRETERA MTY-SALTILLO KM. 58
SUSANA ;GARDU�O;ARANA;AV. CASA BELLA No. 243, COL. RESIDENCIAL CASA BELLA
JOSE ALFONSO;GALINDO PELLEGRIN;BALEDON;OLIVAR No. 14, COL. ALFONSO XIII
DANIEL SERVANDO;GARDU�O;BOLA�OS;CAMPECHE No. 342, COL. INDEPENDENCIA
GERARDO ;GARCIA;BORQUEZ;2DA. AVENIDA PRIVADA No. 811, COL. INDUSTRIAL
KARLA ALICIA;GARCIA;BASTIDA;HOMERO No. 527 DESP. 701, COL. CHAPULTEPEC MORALES
MARCO ANTONIO;GARCIA;BLANCO;INDEPENDENCIA 363A, COL. SANTA MARÍA TEQUEPEXPAN
MARIO ALBERTO;GARCIA;BARRERA;ESPINOZA No. 1523 OTE. CENTRO
SACNICTE SUSANA;GARCIA;BALTAZAR;RÍO TAMAZUNCHALE 4o. PISO No. 350, COL. DEL VALLE
JOSE ALFREDO;GALVAN;CORONA;PLUTARCO ELÍAS CALLES No. 140 2-C, COL. TAMPIQUITO
ARTURO ALEJANDRO;GARRIDO;CORNEJO;VILLAGÓMEZ No. 2118 NTE., COL. INDUSTRIAL
DIANA VERONICA;GACHUPIN;CORONADO;AVE. LÁZARO CÁRDENAS No. 2518, COL. REAL SAN AGUSTÍN
JAIME ;GARCIA;CHAVERO;PASAJE GUADALUPE No. 118-A, COL. LA FAMA
JONAS ;GARCIA ;CASTILLO;PADRE MIER No. 615 PTE. CENTRO
MARIA DEL PILAR ;GALVAN;CRUZ;JOSÉ MARÍA VIESCA MONTES No. 114, COL. INFONAVIT LA PETACA
REBECA ;GALVAN;DE LA CRUZ;LUIS CARVAJAL Y DE LA CUEVA 907, COL. CENTRO
ROBERTO ;GARCIA;CAMPUZANO;VILLAGÓMEZ No. 2908, COL. BELLA VISTA
SOFIA ;GARCIA;CEJA;ISABEL LA CATÓLICA No. 642, COL. ROMA
TOMAS ALBERTO;GARCIA;CUEVAS;PROLONG. PASEO DE LA REFORMA No. 1015 TB PISO 8, COL. DESARROLLO SANTA FE
YEDITH ITZAYANA;GARCIA;CASTILLO;ANTIGUO CAMINO A VILLA DE SANTIAGO 3104-4, COL. BALCONES ALTA VISTA
ANTONIO ADRIAN;GARCIA;DIAZ;INDEPENDENCIA No. 734 PTE. , COL. CENTRO
ANAHI YOALI;GARCIA;DIAZ;PRIV. PINO SUÁREZ No. 300 PISO 8, COL. CENTRO
CARLOS ;GARCIA;DELGADO;CARRETERA MONTERREY-SALTILLO KM. 58
MARIA DE LOURDES ;GARCIA;DONOHUE;ARTURO B. DE LA GARZA No. 4524, COL. DEL MAESTRO
ALEJANDRO ;GARCIA MORENO;ELIZONDO;PRIV. ARTEMIO ELIZONDO No. 1034, COL. PARQUE INDUSTRIAL ELICAN
ADOLFO ;GARCIA;ESTRADA;PASEO DE LA REFORMA No. 284 PISO 6, JUÁREZ
EDITH;GARCIA;ESTRELLA;JUANA DE ASBAJE No. 120, COL. ROMA
HECTOR IVAN;GARCIA;ESCOBAR;RUPERTO MARTÍNEZ No. 1203, COL. CENTRO
VICENTE ;GARCIA;ESPARZA;INTERIOR DE GALERÍAS No. 3445 C, COL. RINCÓN DE LA PRIMAVERA
ANTOLIN ;GARCIA;FERRER;MIGUEL NIETO No. 512, COL. PÍO X
ALEJANDRA;GARCIA;FRIAS;LA BARCA No. 4882, COL. LOS ALTOS
CESAR JESUS;GALICIA;FLORES;QUERÉTARO No. 137, COL. ROMA
JAVIER ;GARZA;FUENTES;RICARDO MARGAIN No. 575, PARQUE CORP. SANTA ENGRACIA
JULIAN ;GARCIA;FERRER;INSURGENTES SUR No. 1605 P. 25 SAN JOSÉ INSURGENTES
LUIS CARLOS;GARCIA;FUENTES;DOCTOR ANGEL MARTÍNEZ VILLARREAL No. 629, COL CHEPEVERA
MANUEL ALEJANDRO;GARZA ;FLORES;IGUALA No. 302, COL. MITRAS NORTE
MARTHA JOSEFINA;GAYTAN;FRETTLOHR;AVE. BENITO JUÁREZ No. 148, COL. RESIDENCIAL ESCOBEDO
RUTH ;GARCIA;FRAGA;URANO No. 251, COL. CONTRY
ROSA ELVA;GARCIA;FRANCO;ENRIQUE C. LIVAS 565 COL. CUMBRES 1ER. SECTOR
VERONICA ;GARCIA;FERNANDEZ;TERCERA 402 COL. PRADERAS DE GIRASOLES
ANDREA ;GARCIA;GUERRA;AV. SAN NICOLÁS No. 601, COL. LAS PUENTES 2o. SECTOR
ARTURO ;GARCIA;GODINEZ;GALEANA No. 3305 NTE., COL. DEL NORTE
BRENDA VIRIDIANA;GARCIA;GARCIA;LERDO DE TEJADA No. 206, COL. CENTRO
CRISTIAN GABRIEL;GARDU�O;GARCIA;AV. BARRANCA DE TARANGO No. 80 PRIV. 5, COL. LAS HACIENDAS
CHRISTIAN FERNANDO;GRANADA;GONZALEZ;JOSÉ ELEUTERIO GONZÁLEZ No. 3003 LOCAL 2, COL. MITRAS NORTE
CARINA ;GARCIA;GUERRA;ANGEL MARTÍNEZ VILLARREAL No. 511, COL. CHEPEVERA
DANIEL ALONSO;GAMBOA;GUTIERREZ;PASEO DEL ACUEDUCTO No. 2905 ALTOS, COL. MIRADOR RESIDENCIAL
ELSA IVONNE;GARCIA;GODINEZ;GONZALITOS No. 2535 A, COL. MITRAS NORTE
GLAFIRA ;GARCIA;GARCIA;JOSÉ MARTI No. 2890-A, COL. PABLO A. DE LA GARZA
GLORIA LILIANA;GARCIA;GUTIERREZ;MODESTO ARREOLA PONIENTE No. 519 D1A, CENTRO
GRISELDA BERENICE;GARCIA;GUZMAN;MODESTO ARREOLA PONIENTE No. 519, CENTRO
JUAN BERNARDO;GALIANA;GAMBOA;RÍO TAMESÍ No. 300, COL. MÉXICO
LETICIA ;GARCIA;GARCIA;AVE. RAÚL RANGEL FRÍAS No. 292-A, COL. BURÓCRATAS DEL ESTADO
LUIS FERNANDO;GARCIA;GUZMAN;HACIENDA MONTERO No. 743, COL. HACIENDA MARGARITAS
OLGA BEATRIZ;GARCIA;GUILLEN;PUERTO ANGEL No. 3950 INT. 7, COL. LAS BRISAS
PATRICIA ;DE LA GARZA;GALICIA;DE LA NORIA No. 1201-E, COL. CONGREGACIÓN MARIANO ESCOBEDO
RAQUEL;GARCIA;GONZALEZ;JUAN SÁNCHEZ AZCONA No. 185 NTE., COL. DEL NORTE
RODRIGO;GARZA;GARCIA;JOSÉ BENITEZ No. 100, COL. NUEVO SAN SEBASTIÁN
SANDRA ;GARCIA;GUZMAN;JUAN J- MIÑÓN No. 1459, COL. FLORIDA
VIRGINIA ;GAONA;GONZALEZ;MATAMOROS PONIENTE No. 737, COL. CENTRO
VICTOR MANUEL;GARCIA;GARCIA;AV. LOS ANGELES No. 1101 OTE., COL. DEL NORTE
